Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
Wall of Death,47.65515,-122.31838300000001,Portage Bay Grange Feed & Mercantile,47.65721873,-122.3176254,Pet Store,Retail,Portage Bay Grange Feed & Mercantile,2
Wisteria Mural,47.6593,-122.319167,Petco,47.66106892,-122.3195225,Pet Store,Retail,Petco,2
Imbrication,47.72015,-122.298717,Bartell Drugs,47.71961204,-122.29558229999999,Pharmacy,Retail,Bartell Drugs,2
Morphauna,47.671267,-122.3532,A La Mode Pies,47.67181663,-122.35440449999999,Pie Shop,Food,A La Mode Pies,2
Fremont Canal Bench Project,47.649883,-122.31498300000001,UW Oceanography Dock,47.64963353,-122.3131299,Pier,Recreation,UW Oceanography Dock,2
Catfish,47.665717,-122.38225,Ballard Pizza Co.,47.66453293,-122.3811004,Pizza Place,Food,Ballard Pizza Co.,2
Forms of Power,47.661483000000004,-122.36463300000001,Big Mario's Frelard,47.66004237,-122.3656254,Pizza Place,Food,Big Mario's Frelard,2
Imbrication,47.72015,-122.298717,Papa Murphy's,47.72123411,-122.29607800000001,Pizza Place,Food,Papa Murphy's,2
Luminaire,47.677966999999995,-122.290667,Ridge Pizza NE,47.676068,-122.292106,Pizza Place,Food,Ridge Pizza NE,2
Morphauna,47.671267,-122.3532,Windy City Pie,47.672348,-122.35406,Pizza Place,Food,Windy City Pie,2
Morphauna,47.671267,-122.3532,Zeeks Pizza,47.672670000000004,-122.35439,Pizza Place,Food,Zeeks Pizza,2
Playground,47.67675,-122.30495,Zeeks Pizza,47.675870200000006,-122.3047295,Pizza Place,Food,Zeeks Pizza,2
Playground Artwork,47.6767,-122.30495,Zeeks Pizza,47.675870200000006,-122.3047295,Pizza Place,Food,Zeeks Pizza,2
Ross Creek,47.652516999999996,-122.3594,Petoskey’s,47.652468,-122.356605,Pizza Place,Food,Petoskey’s,2
Signs of Life,47.6851,-122.33758300000001,Zeeks Pizza,47.68561,-122.336809,Pizza Place,Food,Zeeks Pizza,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Pirate Playground at Golden Gardens,47.69182074,-122.4035202,Playground,Recreation,Pirate Playground at Golden Gardens,2
Ballard Boat,47.67275,-122.39265,Adams playground,47.67367857,-122.3909602,Playground,Recreation,Adams playground,2
Ballard Boat,47.67275,-122.39265,Adam's Field,47.67284308,-122.3918094,Playground,Recreation,Adam's Field,2
Duck Windvane,47.6673,-122.2813,Burke-Gilman Playground Park,47.66762307,-122.2815564,Playground,Recreation,Burke-Gilman Playground Park,2
Firefighter Silhouettes,47.6652,-122.316833,University Playground,47.66426468,-122.3194742,Playground,Recreation,University Playground,2
Garden of Color and Light,47.689133,-122.317467,Maple Leaf Playground,47.68934691,-122.31709540000001,Playground,Recreation,Maple Leaf Playground,2
Gazebo,47.688967,-122.31665,Maple Leaf Playground,47.68934691,-122.31709540000001,Playground,Recreation,Maple Leaf Playground,2
Homage to Hokusai,47.6814,-122.32695,Green Lake Playground,47.68077497,-122.3275805,Playground,Recreation,Green Lake Playground,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Playground,47.68177634,-122.2583324,Playground,Recreation,Magnuson Playground,2
Leaf Legend,47.657683,-122.406117,Disco Park Playground,47.6561425,-122.40524479999999,Playground,Recreation,Disco Park Playground,2
Meridian Archway,47.6649,-122.33368300000001,Meridian Playground,47.66405786,-122.33284950000001,Playground,Recreation,Meridian Playground,2
Mesa,47.670483000000004,-122.3514,West Woodland Park Playground,47.67134124,-122.3534348,Playground,Recreation,West Woodland Park Playground,2
Morphauna,47.671267,-122.3532,West Woodland Park Playground,47.67134124,-122.3534348,Playground,Recreation,West Woodland Park Playground,2
Portal,47.680316999999995,-122.328433,Green Lake Playground,47.68077497,-122.3275805,Playground,Recreation,Green Lake Playground,2
Ripple Sculptures,47.65745,-122.406217,Disco Park Playground,47.6561425,-122.40524479999999,Playground,Recreation,Disco Park Playground,2
Sasquatch Pushing over A House,47.664333,-122.3197,University Playground,47.66426468,-122.3194742,Playground,Recreation,University Playground,2
Seattle Scatter Piece,47.73215,-122.34856699999999,Bitter Lake Playground,47.73135718,-122.3486423,Playground,Recreation,Bitter Lake Playground,2
Seven Figures,47.680417,-122.3281,Green Lake Playground,47.68077497,-122.3275805,Playground,Recreation,Green Lake Playground,2
Strata Benches,47.657467,-122.40645,Disco Park Playground,47.6561425,-122.40524479999999,Playground,Recreation,Disco Park Playground,2
Sundial,47.667266999999995,-122.2818,Burke-Gilman Playground Park,47.66762307,-122.2815564,Playground,Recreation,Burke-Gilman Playground Park,2
Untitled Columns,47.695783,-122.35836699999999,Sandel Playground,47.69488769,-122.35855579999999,Playground,Recreation,Sandel Playground,2
Sundial,47.645267,-122.33635,Wallingford Steps,47.6470866,-122.33645220000001,Plaza,Recreation,Wallingford Steps,2
Fish Children,47.70585,-122.29133300000001,Meadowbrook Pool,47.70539147,-122.29152250000001,Pool,Recreation,Meadowbrook Pool,2
Fleet,47.705783000000004,-122.291367,Meadowbrook Pool,47.70539147,-122.29152250000001,Pool,Recreation,Meadowbrook Pool,2
Meadowbrook Pond Kiosk,47.70645,-122.28928300000001,Meadowbrook Pool,47.70539147,-122.29152250000001,Pool,Recreation,Meadowbrook Pool,2
Reflective Refuge at Meadowbrook Pond,47.705633,-122.28888300000001,Meadowbrook Pool,47.70539147,-122.29152250000001,Pool,Recreation,Meadowbrook Pool,2
Schema,47.7059,-122.291367,Meadowbrook Pool,47.70539147,-122.29152250000001,Pool,Recreation,Meadowbrook Pool,2
Signs of Life,47.6851,-122.33758300000001,Green Lake Park Wading Pool,47.68526796,-122.336905,Pool,Recreation,Green Lake Park Wading Pool,2
Untitled,47.722716999999996,-122.35608300000001,Veridian Cove Pool,47.7238,-122.35371599999999,Pool,Recreation,Veridian Cove Pool,2
Untitled,47.645333,-122.4016,Mounger Pool,47.64533877,-122.4006342,Pool,Recreation,Mounger Pool,2
Untitled,47.6452,-122.4014,Mounger Pool,47.64533877,-122.4006342,Pool,Recreation,Mounger Pool,2
Weather Prophet,47.70575,-122.291367,Meadowbrook Pool,47.70539147,-122.29152250000001,Pool,Recreation,Meadowbrook Pool,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Elliott Bay Public House & Brewery,47.72037266,-122.29500549999999,Pub,Food,Elliott Bay Public House & Brewery,2
Garden of Color and Light,47.689133,-122.317467,Reservoir Bar & Grill,47.69063266,-122.31779990000001,Pub,Food,Reservoir Bar & Grill,2
Gazebo,47.688967,-122.31665,Reservoir Bar & Grill,47.69063266,-122.31779990000001,Pub,Food,Reservoir Bar & Grill,2
Lake City Gateway,47.719120000000004,-122.29557,Elliott Bay Public House & Brewery,47.72037266,-122.29500549999999,Pub,Food,Elliott Bay Public House & Brewery,2
Playground,47.67675,-122.30495,The Pub at Third Place,47.67597276,-122.3064378,Pub,Food,The Pub at Third Place,2
Playground Artwork,47.6767,-122.30495,The Pub at Third Place,47.67597276,-122.3064378,Pub,Food,The Pub at Third Place,2
Ross Creek,47.652516999999996,-122.3594,George & Dragon Pub,47.6528445,-122.3561879,Pub,Food,George & Dragon Pub,2
Untitled,47.719561,-122.297836,Elliott Bay Public House & Brewery,47.72037266,-122.29500549999999,Pub,Food,Elliott Bay Public House & Brewery,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Coelacanths,47.6677,-122.38463300000001,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Untitled,47.668017,-122.38536699999999,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Untitled,47.668517,-122.386067,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Vagor I And Vagor II,47.6678,-122.38475,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Sonic Boom Records,47.66860225,-122.38513950000001,Record Shop,Retail,Sonic Boom Records,2
Aureole,47.7243,-122.348633,L'forno,47.723271999999994,-122.34801499999999,Restaurant,Food,L'forno,2
Swimming Fish,47.724233,-122.348633,L'forno,47.723271999999994,-122.34801499999999,Restaurant,Food,L'forno,2
Untitled Star Map Floor Inlay,47.724083,-122.348533,L'forno,47.723271999999994,-122.34801499999999,Restaurant,Food,L'forno,2
Water Borne,47.724167,-122.348633,L'forno,47.723271999999994,-122.34801499999999,Restaurant,Food,L'forno,2
Whirr,47.724416999999995,-122.348483,L'forno,47.723271999999994,-122.34801499999999,Restaurant,Food,L'forno,2
Catfish,47.665717,-122.38225,Tractor Tavern,47.66583623,-122.38265600000001,Rock Club,Recreation,Tractor Tavern,2
Untitled,47.666167,-122.38285,Tractor Tavern,47.66583623,-122.38265600000001,Rock Club,Recreation,Tractor Tavern,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Rugby Field,47.68133579999999,-122.25931570000002,Rugby Pitch,Recreation,Magnuson Rugby Field,2
People Waiting for the Interurban,47.64945,-122.349483,Evergreens,47.64941889,-122.3481397,Salad Place,Food,Evergreens,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Evergreens,47.64941889,-122.3481397,Salad Place,Food,Evergreens,2
Reality Relics,47.650133000000004,-122.34843300000001,Evergreens,47.64941889,-122.3481397,Salad Place,Food,Evergreens,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,Evergreens,47.64941889,-122.3481397,Salad Place,Food,Evergreens,2
Ballard Gateway,47.664986,-122.37613600000002,Mean Sandwich,47.66377266,-122.3768067,Sandwich Place,Food,Mean Sandwich,2
Into the Green Wood,47.687517,-122.3553,Valhalla Sandwiches,47.68858205,-122.3550986,Sandwich Place,Food,Valhalla Sandwiches,2
Memory Place,47.719633,-122.34148300000001,SUBWAY,47.71927323,-122.3443824,Sandwich Place,Food,SUBWAY,2
The Fin Project:  From Swords into Plowshares,47.68085,-122.24733300000001,Whale Tales @ Magnuson,47.68072221,-122.2475993,Sculpture Garden,Recreation,Whale Tales @ Magnuson,2
The Fin Project:  From Swords into Plowshares,47.68085,-122.24733300000001,The Fin Project,47.68129506,-122.24694299999999,Sculpture Garden,Recreation,The Fin Project,2
Signs of Life,47.6851,-122.33758300000001,Duke's Seafood & Chowder,47.686131,-122.338197,Seafood Restaurant,Food,Duke's Seafood & Chowder,2
Wisteria Mural,47.6593,-122.319167,FedEx Office Print & Ship Center,47.6615379,-122.3194105,Shipping Store,Retail,FedEx Office Print & Ship Center,2
Homage to Hokusai,47.6814,-122.32695,Super Jock 'N Jill,47.6807117,-122.3259993,Shoe Store,Retail,Super Jock 'N Jill,2
Portal,47.680316999999995,-122.328433,Super Jock 'N Jill,47.6807117,-122.3259993,Shoe Store,Retail,Super Jock 'N Jill,2
Seven Figures,47.680417,-122.3281,Super Jock 'N Jill,47.6807117,-122.3259993,Shoe Store,Retail,Super Jock 'N Jill,2
Circulation,47.706033000000005,-122.322717,Auntie Anne's,47.70497236,-122.3256007,Snack Place,Food,Auntie Anne's,2
In Transition is Unity,47.705883,-122.32256699999999,Auntie Anne's,47.70497236,-122.3256007,Snack Place,Food,Auntie Anne's,2
Fish Children,47.70585,-122.29133300000001,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation,Nathan Hale Playfield,2
Fleet,47.705783000000004,-122.291367,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation,Nathan Hale Playfield,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Field 5,47.6813153,-122.25786979999998,Soccer Field,Recreation,Magnuson Field 5,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Magnuson Field 6,47.68064524,-122.25967879999999,Soccer Field,Recreation,Magnuson Field 6,2
Schema,47.7059,-122.291367,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation,Nathan Hale Playfield,2
Weather Prophet,47.70575,-122.291367,Nathan Hale Playfield,47.70752948,-122.2925078,Soccer Field,Recreation,Nathan Hale Playfield,2
Playground,47.67675,-122.30495,Junebaby,47.67582915,-122.30405879999999,Southern / Soul Food Restaurant,Food,Junebaby,2
Playground Artwork,47.6767,-122.30495,Junebaby,47.67582915,-122.30405879999999,Southern / Soul Food Restaurant,Food,Junebaby,2
Circulation,47.706033000000005,-122.322717,Massage Envy - Northgate Mall,47.707316999999996,-122.32538799999999,Spa,Recreation,Massage Envy - Northgate Mall,2
Into the Green Wood,47.687517,-122.3553,Hazel Salon & Organics,47.68925684,-122.35540309999999,Spa,Recreation,Hazel Salon & Organics,2
Five Neons,47.661317,-122.338783,Musashi's,47.66145154,-122.3405012,Sushi Restaurant,Food,Musashi's,2
Aureole,47.7243,-122.348633,JoyFish,47.72472171,-122.3459496,Szechuan Restaurant,Food,JoyFish,2
Swimming Fish,47.724233,-122.348633,JoyFish,47.72472171,-122.3459496,Szechuan Restaurant,Food,JoyFish,2
Untitled Star Map Floor Inlay,47.724083,-122.348533,JoyFish,47.72472171,-122.3459496,Szechuan Restaurant,Food,JoyFish,2
Water Borne,47.724167,-122.348633,JoyFish,47.72472171,-122.3459496,Szechuan Restaurant,Food,JoyFish,2
Whirr,47.724416999999995,-122.348483,JoyFish,47.72472171,-122.3459496,Szechuan Restaurant,Food,JoyFish,2
Junior League of Seattle Playground Compass Rose,47.681683,-122.25835,Tennis Center Sand Point,47.68158079,-122.260373,Tennis Court,Recreation,Tennis Center Sand Point,2
Stroke,47.671383,-122.342717,Lower Woodlands Tennis Courts,47.66948744,-122.34303799999999,Tennis Court,Recreation,Lower Woodlands Tennis Courts,2
Untitled,47.645333,-122.4016,Magnolia Park Tennis Courts,47.64533819,-122.400683,Tennis Court,Recreation,Magnolia Park Tennis Courts,2
Untitled,47.6452,-122.4014,Magnolia Park Tennis Courts,47.64533819,-122.400683,Tennis Court,Recreation,Magnolia Park Tennis Courts,2
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Pink Bee,47.669632,-122.382668,Thai Restaurant,Food,Pink Bee,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,2C Thai,47.71952835,-122.29503009999999,Thai Restaurant,Food,2C Thai,2
"Collections  Objects, Experiences, Memories",47.719547,-122.29786100000001,Thai One On,47.71867329999999,-122.29568870000001,Thai Restaurant,Food,Thai One On,2
Firefighter Silhouettes,47.6652,-122.316833,Amazing Thai,47.66678263,-122.3172895,Thai Restaurant,Food,Amazing Thai,2
Five Neons,47.661317,-122.338783,Jhanjay Vegetarian Thai Cuisine,47.66143471,-122.33675020000001,Thai Restaurant,Food,Jhanjay Vegetarian Thai Cuisine,2
Lake City Gateway,47.719120000000004,-122.29557,2C Thai,47.71952835,-122.29503009999999,Thai Restaurant,Food,2C Thai,2
Lake City Gateway,47.719120000000004,-122.29557,Thai One On,47.71867329999999,-122.29568870000001,Thai Restaurant,Food,Thai One On,2
Untitled,47.719561,-122.297836,2C Thai,47.71952835,-122.29503009999999,Thai Restaurant,Food,2C Thai,2
Untitled,47.719561,-122.297836,Thai One On,47.71867329999999,-122.29568870000001,Thai Restaurant,Food,Thai One On,2
Into the Green Wood,47.687517,-122.3553,The Pocket Theater,47.68957391,-122.35510819999999,Theater,Recreation,The Pocket Theater,2
Stroke,47.671383,-122.342717,Green Lake Aqua Theatre,47.67178870000001,-122.34317060000001,Theater,Recreation,Green Lake Aqua Theatre,2
Untitled,47.6689,-122.348133,Wildlife Theater,47.669471,-122.34999099999999,Theater,Recreation,Wildlife Theater,2
Together as One,47.669467,-122.349783,Historic Carousel,47.67019685,-122.3521832,Theme Park Ride / Attraction,Recreation,Historic Carousel,2
Salmon Waves,47.66468,-122.3975,Ballard Locks Visitor Center,47.66657015,-122.3967275,Tourist Information Center,Service,Ballard Locks Visitor Center,2
Catfish,47.665717,-122.38225,Card Kingdom,47.66497273,-122.3804144,Toy / Game Store,Retail,Card Kingdom,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Golden Gardens Hiking Trails,47.69002322,-122.40017820000001,Trail,Recreation,Golden Gardens Hiking Trails,2
Mesa,47.670483000000004,-122.3514,Northern Trail,47.67193743,-122.34928899999998,Trail,Recreation,Northern Trail,2
Sundial,47.667266999999995,-122.2818,Burke Gilman Trail,47.66770067,-122.2846778,Trail,Recreation,Burke Gilman Trail,2
Firefighter Silhouettes,47.6652,-122.316833,Scarecrow Video,47.665993799999995,-122.317272,Video Store,Retail,Scarecrow Video,2
Untitled,47.645333,-122.4016,Redbox,47.64534231,-122.40066570000002,Video Store,Retail,Redbox,2
Untitled,47.6452,-122.4014,Redbox,47.64534231,-122.40066570000002,Video Store,Retail,Redbox,2
Lake City Gateway,47.719120000000004,-122.29557,Pho An Restaurant,47.72006137,-122.29452909999999,Vietnamese Restaurant,Food,Pho An Restaurant,2
Sundial,47.645267,-122.33635,E.N.D. Wine Bar,47.647186,-122.336721,Wine Bar,Retail,E.N.D. Wine Bar,2
Into the Green Wood,47.687517,-122.3553,Wing Dome,47.68615612,-122.3550865,Wings Joint,Food,Wing Dome,2
Light Bulb Bench,47.700383,-122.34183300000001,Wingstop,47.70212118,-122.34388999999999,Wings Joint,Food,Wingstop,2
People Waiting for the Interurban,47.64945,-122.349483,PIPE AND ROW,47.65059143,-122.35078700000001,Women's Store,Retail,PIPE AND ROW,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,PIPE AND ROW,47.65059143,-122.35078700000001,Women's Store,Retail,PIPE AND ROW,2
Reality Relics,47.650133000000004,-122.34843300000001,PIPE AND ROW,47.65059143,-122.35078700000001,Women's Store,Retail,PIPE AND ROW,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,PIPE AND ROW,47.65059143,-122.35078700000001,Women's Store,Retail,PIPE AND ROW,2
Ballard Gateway,47.664986,-122.37613600000002,CorePower Yoga,47.663512,-122.3758951,Yoga Studio,Recreation,CorePower Yoga,2
Baby Elephant,47.669067,-122.34845,Woodland Park Zoo,47.66870653,-122.35167379999999,Zoo,Recreation,Woodland Park Zoo,2
Crocodile,47.668766999999995,-122.35205,Woodland Park Zoo,47.66870653,-122.35167379999999,Zoo,Recreation,Woodland Park Zoo,2
Gila Monster Mural,47.668766999999995,-122.35205,Woodland Park Zoo,47.66870653,-122.35167379999999,Zoo,Recreation,Woodland Park Zoo,2
Mesa,47.670483000000004,-122.3514,Woodland Park Zoo,47.66870653,-122.35167379999999,Zoo,Recreation,Woodland Park Zoo,2
Together as One,47.669467,-122.349783,Woodland Park Zoo,47.66870653,-122.35167379999999,Zoo,Recreation,Woodland Park Zoo,2
Baby Elephant,47.669067,-122.34845,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Baby Elephant,47.669067,-122.34845,Wolf Exhibit,47.67058088,-122.3505706,Zoo Exhibit,Recreation,Wolf Exhibit,2
Baby Elephant,47.669067,-122.34845,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Baby Elephant,47.669067,-122.34845,Meerkat Exhibit,47.66908133,-122.3498666,Zoo Exhibit,Recreation,Meerkat Exhibit,2
Baby Elephant,47.669067,-122.34845,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Baby Elephant,47.669067,-122.34845,Trail Of Vines,47.66890526,-122.348757,Zoo Exhibit,Recreation,Trail Of Vines,2
Baby Elephant,47.669067,-122.34845,Willawong Station,47.66961676,-122.350633,Zoo Exhibit,Recreation,Willawong Station,2
Baby Elephant,47.669067,-122.34845,Sloth Bear,47.66880627,-122.3509392,Zoo Exhibit,Recreation,Sloth Bear,2
Baby Elephant,47.669067,-122.34845,Lion Plains,47.66804016,-122.35031129999999,Zoo Exhibit,Recreation,Lion Plains,2
Crocodile,47.668766999999995,-122.35205,Woodland Park Zoo - West Gate,47.66921896,-122.3528409,Zoo Exhibit,Recreation,Woodland Park Zoo - West Gate,2
Crocodile,47.668766999999995,-122.35205,Penguin Exhibit,47.66902221,-122.3525932,Zoo Exhibit,Recreation,Penguin Exhibit,2
Crocodile,47.668766999999995,-122.35205,WildLights at Woodland Park Zoo,47.66917846,-122.35285559999998,Zoo Exhibit,Recreation,WildLights at Woodland Park Zoo,2
Crocodile,47.668766999999995,-122.35205,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Crocodile,47.668766999999995,-122.35205,Wolf Exhibit,47.67058088,-122.3505706,Zoo Exhibit,Recreation,Wolf Exhibit,2
Crocodile,47.668766999999995,-122.35205,Zoomazium,47.66800403,-122.3532156,Zoo Exhibit,Recreation,Zoomazium,2
Crocodile,47.668766999999995,-122.35205,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Crocodile,47.668766999999995,-122.35205,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Crocodile,47.668766999999995,-122.35205,Meerkat Exhibit,47.66908133,-122.3498666,Zoo Exhibit,Recreation,Meerkat Exhibit,2
Duets for Animals and People,47.666383,-122.351983,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Duets for Animals and People,47.666383,-122.351983,Zoomazium,47.66800403,-122.3532156,Zoo Exhibit,Recreation,Zoomazium,2
Duets for Animals and People,47.666383,-122.351983,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
Duets for Animals and People,47.666383,-122.351983,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Duets for Animals and People,47.666383,-122.351983,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
Duets for Animals and People,47.666383,-122.351983,Flamingos,47.66741648,-122.3531903,Zoo Exhibit,Recreation,Flamingos,2
Duets for Animals and People,47.666383,-122.351983,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Duets for Animals and People,47.666383,-122.351983,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
Duets for Animals and People,47.666383,-122.351983,Red Ruffed Lemur,47.66803432,-122.3524041,Zoo Exhibit,Recreation,Red Ruffed Lemur,2
Dwelling Places,47.666267,-122.351017,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Dwelling Places,47.666267,-122.351017,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
Dwelling Places,47.666267,-122.351017,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Dwelling Places,47.666267,-122.351017,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Dwelling Places,47.666267,-122.351017,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
Dwelling Places,47.666267,-122.351017,Flamingos,47.66741648,-122.3531903,Zoo Exhibit,Recreation,Flamingos,2
Dwelling Places,47.666267,-122.351017,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
Dwelling Places,47.666267,-122.351017,Temperate Wetlands,47.66653096,-122.35305840000001,Zoo Exhibit,Recreation,Temperate Wetlands,2
Dwelling Places,47.666267,-122.351017,Red Ruffed Lemur,47.66803432,-122.3524041,Zoo Exhibit,Recreation,Red Ruffed Lemur,2
Evidence of Domestication,47.666267,-122.35213300000001,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Evidence of Domestication,47.666267,-122.35213300000001,Zoomazium,47.66800403,-122.3532156,Zoo Exhibit,Recreation,Zoomazium,2
Evidence of Domestication,47.666267,-122.35213300000001,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
Evidence of Domestication,47.666267,-122.35213300000001,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Evidence of Domestication,47.666267,-122.35213300000001,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
Evidence of Domestication,47.666267,-122.35213300000001,Flamingos,47.66741648,-122.3531903,Zoo Exhibit,Recreation,Flamingos,2
Evidence of Domestication,47.666267,-122.35213300000001,Giraffe Barn,47.66773597,-122.3497607,Zoo Exhibit,Recreation,Giraffe Barn,2
Evidence of Domestication,47.666267,-122.35213300000001,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
Evidence of Domestication,47.666267,-122.35213300000001,Red Ruffed Lemur,47.66803432,-122.3524041,Zoo Exhibit,Recreation,Red Ruffed Lemur,2
Gila Monster Mural,47.668766999999995,-122.35205,Woodland Park Zoo - West Gate,47.66921896,-122.3528409,Zoo Exhibit,Recreation,Woodland Park Zoo - West Gate,2
Gila Monster Mural,47.668766999999995,-122.35205,Penguin Exhibit,47.66902221,-122.3525932,Zoo Exhibit,Recreation,Penguin Exhibit,2
Gila Monster Mural,47.668766999999995,-122.35205,WildLights at Woodland Park Zoo,47.66917846,-122.35285559999998,Zoo Exhibit,Recreation,WildLights at Woodland Park Zoo,2
Gila Monster Mural,47.668766999999995,-122.35205,Hippo Pool,47.66754103,-122.3494684,Zoo Exhibit,Recreation,Hippo Pool,2
Gila Monster Mural,47.668766999999995,-122.35205,Wolf Exhibit,47.67058088,-122.3505706,Zoo Exhibit,Recreation,Wolf Exhibit,2
Gila Monster Mural,47.668766999999995,-122.35205,Zoomazium,47.66800403,-122.3532156,Zoo Exhibit,Recreation,Zoomazium,2
Gila Monster Mural,47.668766999999995,-122.35205,Komodo Dragon Exhibit,47.66890069,-122.349746,Zoo Exhibit,Recreation,Komodo Dragon Exhibit,2
Gila Monster Mural,47.668766999999995,-122.35205,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Gila Monster Mural,47.668766999999995,-122.35205,Meerkat Exhibit,47.66908133,-122.3498666,Zoo Exhibit,Recreation,Meerkat Exhibit,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Family Farm,47.66630375,-122.35188219999999,Zoo Exhibit,Recreation,Family Farm,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Zoomazium,47.66800403,-122.3532156,Zoo Exhibit,Recreation,Zoomazium,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Tropical Rainforest Exhibit,47.66786188,-122.3522538,Zoo Exhibit,Recreation,Tropical Rainforest Exhibit,2
Hiker Memorial Statue,47.665833,-122.35298300000001,African Village,47.66652288,-122.3505389,Zoo Exhibit,Recreation,African Village,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Flamingos,47.66741648,-122.3531903,Zoo Exhibit,Recreation,Flamingos,2
Hiker Memorial Statue,47.665833,-122.35298300000001,African Savannah Exhibit,47.66683187,-122.3502715,Zoo Exhibit,Recreation,African Savannah Exhibit,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Temperate Wetlands,47.66653096,-122.35305840000001,Zoo Exhibit,Recreation,Temperate Wetlands,2
Hiker Memorial Statue,47.665833,-122.35298300000001,Red Ruffed Lemur,47.66803432,-122.3524041,Zoo Exhibit,Recreation,Red Ruffed Lemur,2
