Title,Art Latitude,Art Longitude,Venue_x,Venue Latitude,Venue Longitude,Venue Category,Super Category,Venue_y,cluster_label
In Transition is Unity,47.705883,-122.32256699999999,Seattle Public Library,47.70597185,-122.32286859999999,Library,Recreation,Seattle Public Library,2
My Testimony in Stone,47.6015,-122.30441699999999,Seattle Public Library - Douglass-Truth Branch,47.60182042,-122.3016827,Library,Recreation,Seattle Public Library - Douglass-Truth Branch,3
Renouveau,47.601833,-122.301767,Seattle Public Library - Douglass-Truth Branch,47.60182042,-122.3016827,Library,Recreation,Seattle Public Library - Douglass-Truth Branch,3
Sasquatch Pushing over A House,47.664333,-122.3197,Seattle Public Library - University Branch,47.66513296,-122.31772790000001,Library,Recreation,Seattle Public Library - University Branch,2
Skylight Aperture Sundial,47.64045,-122.3024,Seattle Public Library - Montlake,47.64052043,-122.3024134,Library,Recreation,Seattle Public Library - Montlake,3
Soul Pole,47.60185,-122.30218300000001,Seattle Public Library - Douglass-Truth Branch,47.60182042,-122.3016827,Library,Recreation,Seattle Public Library - Douglass-Truth Branch,3
The Unified Playing Field Theory,47.528166999999996,-122.32305,Seattle Public Library - South Park,47.526264000000005,-122.322593,Library,Recreation,Seattle Public Library - South Park,1
Circulation,47.706033000000005,-122.322717,Victoria's Secret,47.7056016,-122.32574650000001,Lingerie Store,Retail,Victoria's Secret,2
In Transition is Unity,47.705883,-122.32256699999999,Victoria's Secret,47.7056016,-122.32574650000001,Lingerie Store,Retail,Victoria's Secret,2
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Downtown Spirits,47.61789166,-122.34181480000001,Liquor Store,Retail,Downtown Spirits,3
Gravity Law,47.521383,-122.2705,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
Memories,47.521483,-122.270533,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
Pursuit of Knowledge,47.521533000000005,-122.27021699999999,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
The Children,47.5216,-122.271267,State Liquor Store,47.521012,-122.268126,Liquor Store,Retail,State Liquor Store,1
Cornerstone,47.607966999999995,-122.32926699999999,Vito's,47.608195,-122.327409,Lounge,Retail,Vito's,3
Electrical Abuse,47.506633,-122.26606699999999,Dungeon Of Spirits,47.50640106,-122.2627869,Lounge,Retail,Dungeon Of Spirits,1
Sasquatch Pushing over A House,47.664333,-122.3197,Seattle Hookah Lounge,47.6632456,-122.3176977,Lounge,Retail,Seattle Hookah Lounge,2
Angie's Umbrella,47.611333,-122.345417,Have A Heart Belltown,47.6128597,-122.34440249999999,Marijuana Dispensary,Retail,Have A Heart Belltown,3
Angie's Umbrella,47.611333,-122.345417,Herban Legends,47.61207937,-122.34792720000002,Marijuana Dispensary,Retail,Herban Legends,3
Ballard Gateway,47.664986,-122.37613600000002,Lux Pot Shop,47.66487703,-122.37868610000001,Marijuana Dispensary,Retail,Lux Pot Shop,2
Conductive Paths,47.699833,-122.34165,Ocean Greens,47.70022392,-122.34441299999999,Marijuana Dispensary,Retail,Ocean Greens,2
Gyrojack,47.614533,-122.3448,Have A Heart Belltown,47.6128597,-122.34440249999999,Marijuana Dispensary,Retail,Have A Heart Belltown,3
Light Bulb Bench,47.700383,-122.34183300000001,Ocean Greens,47.70022392,-122.34441299999999,Marijuana Dispensary,Retail,Ocean Greens,2
Memory Place,47.719633,-122.34148300000001,Mary's on Aurora,47.718788,-122.344443,Marijuana Dispensary,Retail,Mary's on Aurora,2
Three Dogs,47.614483,-122.3449,Have A Heart Belltown,47.6128597,-122.34440249999999,Marijuana Dispensary,Retail,Have A Heart Belltown,3
"Wave, Rave, Cave",47.613033,-122.34753300000001,Herban Legends,47.61207937,-122.34792720000002,Marijuana Dispensary,Retail,Herban Legends,3
Farmer's Pole,47.61,-122.343783,Pike Place Market,47.60946682,-122.3414646,Market,Retail,Pike Place Market,3
Mother Reading with Child,47.522566999999995,-122.37646699999999,Tony's Market,47.52132361,-122.3764543,Market,Retail,Tony's Market,0
Untitled Fence,47.610116999999995,-122.344117,Pike Place Market,47.60946682,-122.3414646,Market,Retail,Pike Place Market,3
Untitled Totem Pole,47.61015,-122.34411999999999,Pike Place Market,47.60946682,-122.3414646,Market,Retail,Pike Place Market,3
Dr. Mark A. Matthews,47.618666999999995,-122.341233,Ivan Salaverry MMA,47.62083081,-122.34098519999999,Martial Arts Dojo,Recreation,Ivan Salaverry MMA,3
Seattle Scatter Piece,47.632467,-122.37565,Salle Auriol Seattle,47.63071544,-122.3741555,Martial Arts Dojo,Recreation,Salle Auriol Seattle,3
.01 - Beacon Hill Discovery; .02 - Ravens Bill Downspouts,47.577833,-122.31126699999999,Homer,47.57670576,-122.3099976,Mediterranean Restaurant,Food,Homer,1
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,Mr. Gyros,47.66930409,-122.38201770000002,Mediterranean Restaurant,Food,Mr. Gyros,2
Into the Green Wood,47.687517,-122.3553,Gorgeous George's,47.68538847,-122.3554519,Mediterranean Restaurant,Food,Gorgeous George's,2
Playground,47.67675,-122.30495,Harissa Mediterranean Cuisine,47.6756599,-122.3033852,Mediterranean Restaurant,Food,Harissa Mediterranean Cuisine,2
Playground Artwork,47.6767,-122.30495,Harissa Mediterranean Cuisine,47.6756599,-122.3033852,Mediterranean Restaurant,Food,Harissa Mediterranean Cuisine,2
Homage in Green,47.63205,-122.3157,Bruce Lee's Grave,47.63374458,-122.31590130000001,Memorial Site,Recreation,Bruce Lee's Grave,3
.01 - Weather Permitting   .02 - Flow,47.669833000000004,-122.384583,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Atala Kivliktwok Okitun Dukik (The Golden Money Moon),47.690783,-122.400833,Cocina Esperanza,47.6904469,-122.3979918,Mexican Restaurant,Food,Cocina Esperanza,2
Ballard Centennial Bell Tower,47.6675,-122.384883,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Ballard Centennial Bell Tower,47.6675,-122.384883,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Blue Glass Passage,47.602517,-122.32846699999999,Tenoch Mexican Grill,47.60053756,-122.32754779999999,Mexican Restaurant,Food,Tenoch Mexican Grill,3
Bronze Plaques and Medallion,47.579817,-122.40975,El Chupacabra,47.58020415,-122.40726940000002,Mexican Restaurant,Food,El Chupacabra,0
Catfish,47.665717,-122.38225,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Catfish,47.665717,-122.38225,Señor Moose Cafe,47.66653328,-122.38195549999999,Mexican Restaurant,Food,Señor Moose Cafe,2
Coelacanths,47.6677,-122.38463300000001,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Coelacanths,47.6677,-122.38463300000001,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Continuum,47.602517,-122.32846699999999,Tenoch Mexican Grill,47.60053756,-122.32754779999999,Mexican Restaurant,Food,Tenoch Mexican Grill,3
Dreamboats,47.640183,-122.32596699999999,Pecado Bueno,47.64115232,-122.32576920000001,Mexican Restaurant,Food,Pecado Bueno,3
Evolving Wing and the Gravity of Presence,47.602517,-122.32846699999999,Tenoch Mexican Grill,47.60053756,-122.32754779999999,Mexican Restaurant,Food,Tenoch Mexican Grill,3
Fremont Canal Bench Project,47.649883,-122.31498300000001,Agua Verde Cafe,47.65163409,-122.31435520000001,Mexican Restaurant,Food,Agua Verde Cafe,2
Homage to Hokusai,47.6814,-122.32695,Rosita's Mexican Grill,47.68069188,-122.32476840000001,Mexican Restaurant,Food,Rosita's Mexican Grill,2
Little Liberty,47.579383,-122.410633,Cactus,47.57823369,-122.41310619999999,Mexican Restaurant,Food,Cactus,0
Mcgilvra's Farm,47.635467,-122.27791699999999,Cactus Madison Park,47.63619636,-122.2776856,Mexican Restaurant,Food,Cactus Madison Park,3
Return,47.602517,-122.32846699999999,Tenoch Mexican Grill,47.60053756,-122.32754779999999,Mexican Restaurant,Food,Tenoch Mexican Grill,3
Street Treatment,47.617967,-122.35443300000001,Plaza Garibaldi,47.61941813,-122.35568719999999,Mexican Restaurant,Food,Plaza Garibaldi,3
Untitled,47.666167,-122.38285,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Untitled,47.666167,-122.38285,Señor Moose Cafe,47.66653328,-122.38195549999999,Mexican Restaurant,Food,Señor Moose Cafe,2
Untitled,47.668017,-122.38536699999999,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Untitled,47.668517,-122.386067,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Untitled,47.621783,-122.33238300000001,El Grito,47.62080826,-122.33415500000001,Mexican Restaurant,Food,El Grito,3
Vagor I And Vagor II,47.6678,-122.38475,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Vagor I And Vagor II,47.6678,-122.38475,Asadero Sinaloa,47.66695605,-122.3826493,Mexican Restaurant,Food,Asadero Sinaloa,2
Whale's Tail,47.579383,-122.40715,El Chupacabra,47.58020415,-122.40726940000002,Mexican Restaurant,Food,El Chupacabra,0
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,La Carta De Oaxaca,47.66816894,-122.38576709999998,Mexican Restaurant,Food,La Carta De Oaxaca,2
Gyrojack,47.614533,-122.3448,Al Basha Kabab,47.61357985,-122.34674979999998,Middle Eastern Restaurant,Food,Al Basha Kabab,3
Three Dogs,47.614483,-122.3449,Al Basha Kabab,47.61357985,-122.34674979999998,Middle Eastern Restaurant,Food,Al Basha Kabab,3
"Wave, Rave, Cave",47.613033,-122.34753300000001,Al Basha Kabab,47.61357985,-122.34674979999998,Middle Eastern Restaurant,Food,Al Basha Kabab,3
4 (Where shall I go ahead?),47.599317,-122.330183,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Anawog,47.601067,-122.331617,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Bear (Totem),47.600733,-122.33325,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Fortson Square  ,47.601116999999995,-122.3317,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Killer Whale (Totem),47.600533,-122.33311699999999,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Prefontaine Fountain,47.601783000000005,-122.3308,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Sun and Raven (Totem),47.600516999999996,-122.333133,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Tsonqua (Totem),47.600617,-122.33338300000001,Flatstick Pub,47.600143200000005,-122.3310024,Mini Golf,Recreation,Flatstick Pub,3
Ballard Centennial Bell Tower,47.6675,-122.384883,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Catfish,47.665717,-122.38225,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Coelacanths,47.6677,-122.38463300000001,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Untitled,47.666167,-122.38285,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Untitled,47.668017,-122.38536699999999,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Vagor I And Vagor II,47.6678,-122.38475,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Lucca Great Finds,47.66722674,-122.383923,Miscellaneous Shop,Retail,Lucca Great Finds,2
Biography of a Branch,47.6212,-122.35173300000001,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Black Lightning,47.620367,-122.3483,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Chief Seattle,47.618417,-122.347417,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Circus Ring Plaza,47.621,-122.35088300000001,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.35211699999999,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Moon Gates,47.620033,-122.34891699999999,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Moses,47.6208,-122.348933,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Neototems Children's Garden,47.620166999999995,-122.3517,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Olympic Iliad,47.6193,-122.3501,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Seattle Center Totem,47.620767,-122.35133300000001,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Untitled ,47.618733,-122.347917,Space Needle,47.62014854,-122.3493072,Monument / Landmark,Recreation,Space Needle,3
Beckoning Cistern,47.61485,-122.35013300000001,Big Picture Seattle,47.61465515,-122.3493951,Movie Theater,Recreation,Big Picture Seattle,3
Biography of a Branch,47.6212,-122.35173300000001,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Black Lightning,47.620367,-122.3483,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Circus Ring Plaza,47.621,-122.35088300000001,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Conductive Paths,47.699833,-122.34165,AMC Loews Oak Tree 6,47.70187399,-122.34260719999999,Movie Theater,Recreation,AMC Loews Oak Tree 6,2
Firefighter Silhouettes,47.6652,-122.316833,Seven Gables (Landmark Theatres),47.66478346,-122.3177278,Movie Theater,Recreation,Seven Gables (Landmark Theatres),2
Garthgoyles:  Designs for the Charlotte Martin Theatre,47.62085,-122.35211699999999,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Light Bulb Bench,47.700383,-122.34183300000001,AMC Loews Oak Tree 6,47.70187399,-122.34260719999999,Movie Theater,Recreation,AMC Loews Oak Tree 6,2
Moon Gates,47.620033,-122.34891699999999,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Moses,47.6208,-122.348933,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Neototems Children's Garden,47.620166999999995,-122.3517,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Olympic Iliad,47.6193,-122.3501,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Sasquatch Pushing over A House,47.664333,-122.3197,Seven Gables (Landmark Theatres),47.66478346,-122.3177278,Movie Theater,Recreation,Seven Gables (Landmark Theatres),2
Seattle Center Totem,47.620767,-122.35133300000001,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Second Avenue Additions,47.61805,-122.35205,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Twine and Branch,47.62135,-122.35206699999999,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Untitled ,47.618733,-122.347917,Boeing IMAX Theater,47.61968416,-122.35057909999999,Movie Theater,Recreation,Boeing IMAX Theater,3
Black Lightning,47.620367,-122.3483,MoPOP (Museum of Pop Culture (MoPOP)),47.621526,-122.348054,Museum,Recreation,MoPOP (Museum of Pop Culture (MoPOP)),3
Circus Ring Plaza,47.621,-122.35088300000001,MoPOP (Museum of Pop Culture (MoPOP)),47.621526,-122.348054,Museum,Recreation,MoPOP (Museum of Pop Culture (MoPOP)),3
Human Forms in Balance,47.622083,-122.350867,MoPOP (Museum of Pop Culture (MoPOP)),47.621526,-122.348054,Museum,Recreation,MoPOP (Museum of Pop Culture (MoPOP)),3
Moon Gates,47.620033,-122.34891699999999,MoPOP (Museum of Pop Culture (MoPOP)),47.621526,-122.348054,Museum,Recreation,MoPOP (Museum of Pop Culture (MoPOP)),3
Moses,47.6208,-122.348933,MoPOP (Museum of Pop Culture (MoPOP)),47.621526,-122.348054,Museum,Recreation,MoPOP (Museum of Pop Culture (MoPOP)),3
Sand Dragon,47.596917,-122.323517,Seattle Pinball Museum,47.59793713,-122.32501140000001,Museum,Recreation,Seattle Pinball Museum,3
Acrobat Constellation,47.622083,-122.352833,KEXP Gathering Space,47.62278992,-122.35524779999999,Music Venue,Recreation,KEXP Gathering Space,3
Black Lightning,47.620367,-122.3483,MoPOP Sky Church,47.62159849,-122.3484392,Music Venue,Recreation,MoPOP Sky Church,3
Forms of Power,47.661483000000004,-122.36463300000001,Bird's Nest Studios,47.66126455,-122.3657001,Music Venue,Recreation,Bird's Nest Studios,2
Hydraulis,47.622133000000005,-122.35335,KEXP Gathering Space,47.62278992,-122.35524779999999,Music Venue,Recreation,KEXP Gathering Space,3
In the Event,47.6221,-122.35477,KEXP Gathering Space,47.62278992,-122.35524779999999,Music Venue,Recreation,KEXP Gathering Space,3
Meridian Archway,47.6649,-122.33368300000001,Chapel Performance Space,47.66398072,-122.3312885,Music Venue,Recreation,Chapel Performance Space,2
Moon Gates,47.620033,-122.34891699999999,MoPOP Sky Church,47.62159849,-122.3484392,Music Venue,Recreation,MoPOP Sky Church,3
Moses,47.6208,-122.348933,MoPOP Sky Church,47.62159849,-122.3484392,Music Venue,Recreation,MoPOP Sky Church,3
Untitled Stone Garden Lantern,47.54958,-122.25731999999999,Seward Park Audubon Center,47.54954271,-122.2563113,Nature Preserve,Recreation,Seward Park Audubon Center,1
Ballard Centennial Bell Tower,47.6675,-122.384883,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Coelacanths,47.6677,-122.38463300000001,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Five Neons,47.661317,-122.338783,Tilth,47.66132619,-122.3400398,New American Restaurant,Food,Tilth,2
Governor John Harte Mcgraw,47.613033,-122.33758300000001,Dahlia Lounge,47.61311752,-122.3402034,New American Restaurant,Food,Dahlia Lounge,3
Hammering Man,47.607033,-122.33815,Heartwood Provisions,47.605463,-122.337181,New American Restaurant,Food,Heartwood Provisions,3
Ivar Feeding the Gulls,47.60385,-122.33876699999999,Heartwood Provisions,47.605463,-122.337181,New American Restaurant,Food,Heartwood Provisions,3
People Waiting for the Interurban,47.64945,-122.349483,Eve,47.64951471,-122.34928970000001,New American Restaurant,Food,Eve,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,Eve,47.64951471,-122.34928970000001,New American Restaurant,Food,Eve,2
Untitled,47.666167,-122.38285,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Untitled,47.668017,-122.38536699999999,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Untitled,47.668517,-122.386067,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Vagor I And Vagor II,47.6678,-122.38475,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Witness Trees - What The Trees Have Seen,47.668433,-122.385117,Sawyer,47.66693671,-122.3849577,New American Restaurant,Food,Sawyer,2
Ballard Sculpture Garden,47.66285,-122.3645,The Substation,47.66141436,-122.36546409999998,Nightclub,Retail,The Substation,2
Forms of Power,47.661483000000004,-122.36463300000001,The Substation,47.66141436,-122.36546409999998,Nightclub,Retail,The Substation,2
The Stairway In Fremont Project,47.655417,-122.350017,Visionary Dance,47.65757282,-122.34987439999999,Nightclub,Retail,Visionary Dance,2
An Equal And Opposite Reaction,47.624317,-122.35111699999999,Pho Viet Anh,47.62547493,-122.34904809999999,Noodle House,Food,Pho Viet Anh,3
Codes & Protocol,47.60475,-122.329917,Red Bowls,47.60465447,-122.3332111,Noodle House,Food,Red Bowls,3
Dreaming in Color,47.623883,-122.351133,Pho Viet Anh,47.62547493,-122.34904809999999,Noodle House,Food,Pho Viet Anh,3
Fu,47.624417,-122.351467,Pho Viet Anh,47.62547493,-122.34904809999999,Noodle House,Food,Pho Viet Anh,3
Hatch Covers,47.6039,-122.33083300000001,Red Bowls,47.60465447,-122.3332111,Noodle House,Food,Red Bowls,3
illumine,47.603867,-122.33055,Red Bowls,47.60465447,-122.3332111,Noodle House,Food,Red Bowls,3
Imbrication,47.72015,-122.298717,Aloha Ramen,47.7214255,-122.29599280000001,Noodle House,Food,Aloha Ramen,2
Listening,47.60445,-122.33021699999999,Red Bowls,47.60465447,-122.3332111,Noodle House,Food,Red Bowls,3
Transition,47.60475,-122.33033300000001,Red Bowls,47.60465447,-122.3332111,Noodle House,Food,Red Bowls,3
Untitled,47.719561,-122.297836,Aloha Ramen,47.7214255,-122.29599280000001,Noodle House,Food,Aloha Ramen,2
An Equal And Opposite Reaction,47.624317,-122.35111699999999,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
An Equal And Opposite Reaction,47.624317,-122.35111699999999,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Barbet,47.62425,-122.35233000000001,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Barbet,47.62425,-122.35233000000001,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Dreaming in Color,47.623883,-122.351133,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Dreaming in Color,47.623883,-122.351133,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Encircled Stream,47.623833000000005,-122.35196699999999,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Encircled Stream,47.623833000000005,-122.35196699999999,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Fountain of Seseragi,47.62335,-122.35247,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Fountain of Seseragi,47.62335,-122.35247,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Fountain Of The Northwest,47.62435,-122.35231999999999,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Fountain Of The Northwest,47.62435,-122.35231999999999,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Fu,47.624417,-122.351467,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Fu,47.624417,-122.351467,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Human Forms in Balance,47.622083,-122.350867,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Kobe Bell,47.62345,-122.35211699999999,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Kobe Bell,47.62345,-122.35211699999999,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Neon For The Bagley Wright Theatre,47.623883,-122.353183,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Neon For The Bagley Wright Theatre,47.623883,-122.353183,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Pool,47.623067,-122.35286699999999,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Pool,47.623067,-122.35286699999999,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
The Lang Fountain,47.62405,-122.35215,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
The Lang Fountain,47.62405,-122.35215,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Untitled,47.623567,-122.35205,Seattle Opera,47.62394981,-122.3504199,Opera House,Recreation,Seattle Opera,3
Untitled,47.623567,-122.35205,Marion Oliver McCaw Hall,47.62423806,-122.3509906,Opera House,Recreation,Marion Oliver McCaw Hall,3
Froula Park Armchairs,47.680566999999996,-122.31498300000001,Roosevelt Vision,47.6796935,-122.31767350000001,Optical Shop,Retail,Roosevelt Vision,2
People Waiting for the Interurban,47.64945,-122.349483,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Reality Relics,47.650133000000004,-122.34843300000001,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Water Weaving Light Cycle,47.650067,-122.34883300000001,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,Retail,PCC Community Markets,2
Seattle Garden,47.607433,-122.339867,Can Can,47.60901561,-122.3402034,Other Nightlife,Retail,Can Can,3
Black Sun,47.629917,-122.31516699999999,William Henry Seward Statue,47.632002,-122.315932,Outdoor Sculpture,Recreation,William Henry Seward Statue,3
Homage in Green,47.63205,-122.3157,William Henry Seward Statue,47.632002,-122.315932,Outdoor Sculpture,Recreation,William Henry Seward Statue,3
People Waiting for the Interurban,47.64945,-122.349483,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Pergola At Waiting For The Interurban,47.64945,-122.34955,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Playform,47.632183000000005,-122.31323300000001,William Henry Seward Statue,47.632002,-122.315932,Outdoor Sculpture,Recreation,William Henry Seward Statue,3
Reality Relics,47.650133000000004,-122.34843300000001,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
Untitled Bird-Bath,47.6312,-122.31673300000001,William Henry Seward Statue,47.632002,-122.315932,Outdoor Sculpture,Recreation,William Henry Seward Statue,3
Water Weaving Light Cycle,47.650067,-122.34883300000001,The Fremont Troll,47.65054176,-122.34757720000002,Outdoor Sculpture,Recreation,The Fremont Troll,2
William H. Seward,47.6319,-122.31571699999999,William Henry Seward Statue,47.632002,-122.315932,Outdoor Sculpture,Recreation,William Henry Seward Statue,3
Hammering Man,47.607033,-122.33815,Kavu,47.60640554,-122.33719509999999,Outdoor Supply Store,Retail,Kavu,3
DNA Wave Wall,47.631717,-122.37745,Staples,47.6331032,-122.37703049999999,Paper / Office Supplies Store,Retail,Staples,3
Seattle Scatter Piece,47.632467,-122.37565,Staples,47.6331032,-122.37703049999999,Paper / Office Supplies Store,Retail,Staples,3
A Place Called Home,47.560033000000004,-122.2869,Columbia Park,47.5598039,-122.2875094,Park,Recreation,Columbia Park,1
"Adjacent, Against, Upon",47.619367,-122.361883,Myrtle Edwards Park,47.619118900000004,-122.3599993,Park,Recreation,Myrtle Edwards Park,3
